ID,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,VCH,VCD,VCA
1086,2008-11-02,Palermo,Chievo,H,1.65,3.4,6,1.55,3.45,6,1.55,3.4,5.8,1.62,3.25,5,1.62,3.3,5,1.6,3.25,5.5
1087,2008-11-02,Sampdoria,Torino,H,1.75,3.2,5.5,1.7,3,5.5,1.7,3.3,4.5,1.73,3.1,4.5,1.8,3,4.2,1.7,3.1,5
1088,2008-11-02,Siena,Fiorentina,H,3,3,2.5,2.85,3,2.4,2.9,2.9,2.4,2.88,2.8,2.38,2.9,2.9,2.3,3,2.9,2.35
1089,2008-11-02,Udinese,Genoa,D,1.8,3.2,5,1.7,3.2,5,1.8,3.1,4.2,1.7,3.2,4.5,1.73,3.2,4.33,1.7,3.1,5
1090,2008-11-08,Bologna,Roma,D,5.25,3.25,1.75,4.75,3.1,1.75,4.2,3.1,1.8,4.33,3,1.8,4,3.1,1.8,5,3.2,1.8
1091,2008-11-08,Torino,Palermo,H,2.38,3,3.25,2.4,2.9,2.95,2.5,2.9,2.8,2.25,2.88,3,2.38,2.88,2.8,2.35,2.9,3.2
1092,2008-11-09,Catania,Cagliari,H,2.1,3,4,2,3,3.75,1.9,3,4,1.91,3,3.75,2.05,2.88,3.5,1.9,3,4
1093,2008-11-09,Chievo,Juventus,A,6.5,3.6,1.57,6,3.45,1.55,5.2,3.4,1.6,5.5,3.25,1.57,5.5,3.3,1.57,5.5,3.3,1.6
1094,2008-11-09,Fiorentina,Atalanta,H,1.53,3.6,7.5,1.5,3.75,6,1.5,3.5,6.3,1.53,3.5,5.5,1.5,3.4,6,1.55,3.4,5.5
1095,2008-11-09,Genoa,Reggina,H,1.53,3.75,7,1.5,3.75,6,1.45,3.6,7,1.44,3.6,6.5,1.44,3.6,6.5,1.55,3.4,5.5
1096,2008-11-09,Inter,Udinese,H,1.53,3.6,7.5,1.5,3.45,7,1.5,3.5,6.3,1.57,3.25,5.5,1.44,3.6,6.5,1.5,3.6,7.5
1097,2008-11-09,Lazio,Siena,H,1.57,3.6,7,1.55,3.45,6,1.6,3.4,5.2,1.57,3.25,5.5,1.5,3.4,6,1.55,3.5,5.5
1098,2008-11-09,Lecce,Milan,D,7,3.6,1.57,6,3.75,1.5,5.8,3.4,1.55,5.5,3.2,1.62,6,3.3,1.53,6,3.6,1.55
1099,2008-11-09,Napoli,Sampdoria,H,1.8,3.25,5,1.7,3.2,5,1.7,3.2,4.7,1.73,2.88,5,1.73,3.1,4.5,1.75,3.25,4.5
1100,2008-11-13,Juventus,Genoa,H,1.57,3.5,7,1.5,3.6,6.5,1.5,3.5,6.3,1.5,3.5,6,1.62,3.4,6.5,1.55,3.5,6
1101,2008-11-15,Palermo,Inter,A,4.33,3.2,1.91,4.5,3.1,1.8,4.2,3,1.85,3.75,3,1.91,4.2,3,1.8,4.35,3.25,1.85
1102,2008-11-16,Atalanta,Napoli,H,2.8,2.88,2.75,2.85,3,2.4,2.7,2.9,2.6,2.62,2.88,2.5,2.62,2.9,2.5,2.8,3.1,2.5
1103,2008-11-16,Cagliari,Fiorentina,H,3.1,3.1,2.4,3.1,3,2.25,2.9,2.9,2.4,2.62,2.88,2.5,2.9,2.9,2.3,3,3,2.4
1104,2008-11-16,Catania,Torino,H,2.15,2.88,4,2,2.8,4.1,1.9,3,4,1.91,3,3.75,1.91,3,3.75,2,2.9,4.2
1105,2008-11-16,Milan,Chievo,H,1.22,5.5,15,1.15,6.5,13,1.2,5,12,1.17,5.5,12,1.17,5.5,12,1.18,6,15
1106,2008-11-16,Roma,Lazio,H,2.3,3,3.4,2.2,3,3.2,2.4,2.9,2.9,2.25,3,2.88,2.25,2.88,3,2.25,3,3.3
1107,2008-11-16,Sampdoria,Lecce,H,1.62,3.3,7,1.55,3.45,6,1.65,3.3,4.9,1.62,3.25,5,1.57,3.3,5.5,1.6,3.4,6
1108,2008-11-16,Siena,Bologna,D,1.91,3.1,4.5,1.8,3.1,4.5,1.85,3,4.2,1.8,3.2,4,1.83,3,4,1.85,3.2,4.5
1109,2008-11-16,Udinese,Reggina,A,1.4,4,9.5,1.35,4.2,8,1.4,3.7,7.5,1.33,4,8,1.36,3.75,8,1.35,4,9
1110,2008-11-22,Fiorentina,Udinese,H,1.91,3.1,4.5,1.95,3.1,3.8,2.1,2.9,3.4,1.91,3,3.75,1.9,3.1,4,1.9,3.1,4.35
1111,2008-11-22,Inter,Juventus,H,2.1,3.1,3.75,2.05,3,3.55,2,2.9,3.7,2,2.88,3.6,2.1,3.1,3.3,2.1,3.1,3.75
1112,2008-11-23,Bologna,Palermo,D,2.5,3,3,2.4,3.1,2.75,2.5,2.9,2.8,2.4,3,2.75,2.5,2.9,2.8,2.4,3.1,2.9
1113,2008-11-23,Chievo,Siena,A,2.2,3,3.6,2.1,2.95,3.5,2.25,2.9,3.1,2.1,3,3.2,2.2,2.9,3.3,2.1,3,3.75
1114,2008-11-23,Lazio,Genoa,D,2,3.1,4.2,1.9,2.95,4.2,1.9,3.1,3.8,1.91,3,3.75,1.9,3.1,4,2,3.1,4
1115,2008-11-23,Lecce,Roma,A,4,3.2,2,3.8,3.1,1.95,3.3,3,2.1,3.75,3,1.91,3.75,3,2,4,3.25,1.9
1116,2008-11-23,Napoli,Cagliari,D,1.57,3.6,6.5,1.5,3.6,6.25,1.55,3.5,5.5,1.62,3.25,5,1.55,3.5,6,1.55,3.5,6.5
1117,2008-11-23,Reggina,Atalanta,H,2.5,3,3.1,2.45,2.9,2.85,2.4,2.9,2.9,2.25,3,2.88,2.4,2.9,2.95,2.4,3.1,2.9
1118,2008-11-23,Sampdoria,Catania,H,1.67,3.4,6,1.7,3.2,5,1.75,3.1,4.5,1.73,3.2,4.5,1.65,3.2,5.5,1.65,3.3,5.5
1119,2008-11-23,Torino,Milan,D,5.25,3.4,1.73,4.85,3.25,1.7,4.5,3.3,1.7,4.5,3.2,1.73,5.25,3.25,1.65,5,3.4,1.7
1120,2008-11-29,Catania,Lecce,D,1.85,3.1,5,1.8,3,4.7,1.8,3.1,4.2,1.67,3.2,5,1.8,3,4.2,1.85,3.2,4.35
1121,2008-11-29,Juventus,Reggina,H,1.29,5,12,1.25,5,10,1.25,4.6,10.5,1.2,5,11,1.22,4.8,10,1.25,5,12
1122,2008-11-30,Atalanta,Lazio,H,2.5,3,3,2.5,3,2.7,2.5,2.9,2.8,2.4,3,2.7,2.5,2.9,2.62,2.4,3.1,2.9
1123,2008-11-30,Cagliari,Sampdoria,H,2.5,3,3,2.4,2.9,2.95,2.3,2.9,3,2.25,3,2.88,2.4,2.9,2.75,2.4,3,3
1124,2008-11-30,Genoa,Bologna,D,1.62,3.4,6.5,1.5,3.55,6.5,1.55,3.4,5.8,1.53,3.25,6,1.57,3.3,5.5,1.55,3.4,6.5
1125,2008-11-30,Inter,Napoli,H,1.5,3.8,7.5,1.45,3.75,7,1.45,3.6,7,1.57,3.25,5.5,1.44,3.6,6.5,1.5,3.6,7.5
1126,2008-11-30,Palermo,Milan,H,3.75,3.1,2.1,4,3.1,1.9,3.3,3,2.1,3.6,3.1,1.91,3.4,3,2,3.4,3.25,2.1
1127,2008-11-30,Roma,Fiorentina,H,1.91,3.2,4.33,1.8,3.1,4.5,1.9,3.1,3.8,1.83,3,4,1.83,3,4,1.9,3.25,4
1128,2008-11-30,Siena,Torino,H,2.1,3,4,2.1,2.9,3.6,2.1,3,3.3,2.2,2.9,3.1,2.05,2.88,3.5,2.1,3,3.75
1129,2008-11-30,Udinese,Chievo,A,1.44,4,8,1.45,3.75,7,1.45,3.6,7,1.36,3.75,8,1.4,3.75,7,1.45,3.75,8
1130,2008-12-06,Chievo,Roma,A,5.5,3.4,1.73,5.15,3.3,1.65,4.2,3.3,1.75,5,3.25,1.62,4.8,3.2,1.67,5.4,3.25,1.7
1131,2008-12-06,Lazio,Inter,A,3.75,3.1,2.1,3.85,3.15,1.9,3.3,3,2.1,3.4,2.88,2.1,3.75,3,1.91,3.6,3.2,2
1132,2008-12-07,Atalanta,Udinese,H,2.3,3.1,3.3,2.3,2.9,3.1,2.2,2.9,3.2,2.2,2.8,3.2,2.25,2.88,3,2.3,2.9,3.2
1133,2008-12-07,Cagliari,Palermo,H,2.5,3,3,2.35,3,2.9,2.3,2.9,3,2.2,3,3,2.4,2.9,2.75,2.4,2.9,3.1
1134,2008-12-07,Lecce,Juventus,A,5.5,3.4,1.73,5.15,3.3,1.65,4.7,3.2,1.7,5,3,1.7,4.8,3.2,1.67,5.5,3.5,1.62
1135,2008-12-07,Milan,Catania,H,1.29,5,12,1.22,5.15,11,1.25,4.6,10.5,1.25,4.5,10,1.25,4.5,10,1.28,4.5,12
1136,2008-12-07,Napoli,Siena,H,1.62,3.5,6.5,1.55,3.45,6,1.6,3.4,5.2,1.62,3.25,5,1.53,3.3,6,1.6,3.3,6.5
1137,2008-12-07,Reggina,Bologna,D,2.1,3,4,2,2.85,4,2.1,2.9,3.4,2.1,3,3.2,2.1,2.88,3.3,2.1,3,3.6
1138,2008-12-07,Sampdoria,Genoa,A,2.38,3,3.25,2.35,2.9,3,2.3,2.8,3.1,2.25,2.88,3,2.3,2.8,3,2.2,3,3.4
1139,2008-12-07,Torino,Fiorentina,A,3.2,3,2.4,3,3,2.3,2.8,2.9,2.5,2.88,2.8,2.4,2.9,2.9,2.3,3.1,3,2.35
1140,2008-12-13,Bologna,Torino,H,2.2,3,3.6,2.1,2.95,3.5,2.1,2.9,3.4,2.1,3,3.2,2.15,2.88,3.25,2.2,3,3.4
1141,2008-12-13,Napoli,Lecce,H,1.44,3.8,9,1.45,3.65,7.15,1.45,3.6,7,1.44,3.5,7,1.44,3.6,6.5,1.45,3.75,8
1142,2008-12-14,Fiorentina,Catania,H,1.5,3.75,7.5,1.45,3.6,7.5,1.5,3.5,6.3,1.5,3.3,6.5,1.44,3.6,6.5,1.45,3.75,8
1143,2008-12-14,Genoa,Atalanta,D,1.91,3.1,4.5,1.85,3,4.4,1.85,3,4.2,1.8,2.88,4.5,1.8,3.1,4,1.85,3.1,4.6
1144,2008-12-14,Inter,Chievo,H,1.17,6.5,19,1.15,6.5,13,1.17,5.4,13,1.14,5.5,15,1.14,5.5,15,1.13,6.5,22
1145,2008-12-14,Juventus,Milan,H,2.2,3,3.6,2.2,2.9,3.3,2.2,2.9,3.2,2.2,3,3,2.2,2.88,3.1,2.2,3,3.4
1146,2008-12-14,Palermo,Siena,H,1.75,3.2,5.25,1.75,3.05,5,1.75,3.1,4.5,1.7,3.2,4.5,1.73,3.1,4.5,1.75,3.2,5
1147,2008-12-14,Reggina,Sampdoria,A,2.4,2.88,3.3,2.5,2.8,2.95,2.5,2.9,2.8,2.3,3,2.8,2.3,2.9,2.9,2.4,3,3
1148,2008-12-14,Roma,Cagliari,H,1.4,3.8,11,1.4,3.95,7.5,1.45,3.6,7,1.4,3.75,7,1.4,3.75,7,1.4,3.75,10
1149,2008-12-14,Udinese,Lazio,D,2.3,3,3.4,2.2,3,3.2,2.2,3,3.1,2.25,3,2.88,2.3,2.9,2.9,2.2,3.1,3.3
1150,2008-12-20,Lazio,Palermo,H,1.9,3.1,4.5,1.9,3.1,4,1.9,3.1,3.8,1.83,3,4,1.8,3,4.2,1.9,3,4.2
1151,2008-12-20,Siena,Inter,A,5.5,3.6,1.66,5.75,3.5,1.55,5.2,3.4,1.6,5,3.25,1.62,5.5,3.3,1.57,5,3.5,1.6
1152,2008-12-21,Atalanta,Juventus,A,4.5,3.1,1.95,4.4,3,1.85,4,3.1,1.85,3.75,3,1.91,4,3,1.83,4,3.2,1.85
1153,2008-12-21,Cagliari,Reggina,D,1.75,3.25,5.5,1.7,3.1,5.25,1.7,3.3,4.5,1.67,3.2,5,1.73,3.1,4.5,1.73,3.3,4.5
1154,2008-12-21,Catania,Roma,H,5,3.2,1.83,4.4,3,1.85,3.8,3.1,1.9,3.75,3,1.91,4.5,3.1,1.73,4,3.25,1.85
1155,2008-12-21,Chievo,Genoa,A,2.5,3,3,2.5,2.9,2.8,2.6,3,2.6,2.5,3,2.6,2.4,2.9,2.75,2.5,3,2.7
1156,2008-12-21,Lecce,Bologna,D,2.1,2.9,4.2,2.05,2.75,4,2.2,2.9,3.2,2.2,2.8,3.2,1.95,2.88,3.8,2.1,3,3.4
1157,2008-12-21,Milan,Udinese,H,1.66,3.6,5.5,1.55,3.5,5.75,1.5,3.5,6.3,1.5,3.5,6,1.5,3.4,6,1.55,3.5,5.5
1158,2008-12-21,Sampdoria,Fiorentina,A,2.62,2.75,3.2,2.45,2.8,2.95,2.4,2.9,2.9,2.5,3,2.6,2.5,2.9,2.62,2.5,3,2.75
1159,2008-12-21,Torino,Napoli,H,2.62,3,2.87,2.6,3,2.6,2.65,3,2.55,2.6,3,2.5,2.6,2.8,2.6,2.5,3,2.7
1160,2009-01-10,Genoa,Torino,H,1.75,3.2,5.25,1.6,3.35,5.55,1.7,3.3,4.5,1.67,3.2,5,1.67,3.1,5,1.7,3.25,5
1161,2009-01-10,Inter,Cagliari,D,1.25,5.5,12,1.15,6.5,13,1.2,5,12,1.2,5,11,1.22,4.8,10,1.22,5,12
1162,2009-01-11,Bologna,Chievo,D,1.8,3.2,5,1.7,3.05,5,1.85,3,4.2,1.73,3.2,4.5,1.7,3,5,1.75,3.1,4.5
1163,2009-01-11,Fiorentina,Lecce,A,1.36,4.33,10,1.35,4,9,1.4,3.7,7.5,1.33,3.75,9,1.36,3.75,8,1.33,4.35,8
1164,2009-01-11,Juventus,Siena,H,1.29,5,12,1.25,5,10,1.25,4.6,10.5,1.2,5,11,1.22,4.8,10,1.25,5,9.5
1165,2009-01-11,Napoli,Catania,H,1.57,3.5,7,1.55,3.45,6,1.6,3.4,5.2,1.62,3.25,5,1.5,3.4,6,1.55,3.3,6
1166,2009-01-11,Palermo,Atalanta,H,2,3.1,4.2,1.9,2.95,4.25,1.9,3,4,1.83,3,4,1.95,3,3.6,2,2.9,3.9
1167,2009-01-11,Reggina,Lazio,A,3.1,3.1,2.4,2.75,3.1,2.4,2.7,3,2.5,2.75,3,2.38,2.8,2.88,2.38,2.8,3.1,2.35
1168,2009-01-11,Roma,Milan,D,2.75,3,2.75,2.65,2.9,2.65,2.6,3,2.6,2.62,2.88,2.5,2.5,2.9,2.62,2.65,3.1,2.5
1169,2009-01-11,Udinese,Sampdoria,D,2.15,3,3.8,2,2.95,3.8,2.1,3,3.3,2.1,3,3.2,2.05,2.88,3.5,2.1,2.9,3.5
1170,2009-01-14,Roma,Sampdoria,H,1.72,3.4,5.25,1.6,3.25,6,1.7,3.3,4.5,1.67,3.4,6,1.62,3.1,5.5,1.7,3.3,5
1171,2009-01-17,Milan,Fiorentina,H,1.62,3.5,6.5,1.55,3.4,6.25,1.6,3.4,5.2,1.67,3.2,5,1.57,3.3,5.5,1.6,3.3,5.5
1172,2009-01-17,Siena,Reggina,H,1.83,3.1,5,1.75,3,5,1.8,3,4.4,1.8,3,4.33,1.8,3,4.2,1.85,3,4.35
1173,2009-01-18,Atalanta,Inter,H,4.75,3.3,1.8,4.65,3.2,1.75,4.4,3,1.8,5,2.88,1.73,4.2,3,1.8,4.35,3.1,1.8
1174,2009-01-18,Cagliari,Udinese,H,2.3,3,3.4,2.25,2.9,3.2,2.1,3,3.3,2,3,3.5,2.15,2.88,3.25,2.2,2.9,3.3
1175,2009-01-18,Catania,Bologna,A,1.95,3,4.5,1.9,3,4.2,1.9,3,4,1.8,3,4.33,1.91,3,3.75,1.95,3,4
1176,2009-01-18,Chievo,Napoli,H,3.2,3,2.38,3,3,2.3,3,3,2.25,3.2,3,2.1,3,2.88,2.25,3,3.1,2.25
1177,2009-01-18,Lazio,Juventus,D,3.4,3,2.25,3.2,2.9,2.25,3.1,3,2.2,3,2.88,2.25,3,2.88,2.25,3,3.1,2.25
1178,2009-01-18,Lecce,Genoa,A,2.7,2.88,2.88,2.65,2.9,2.65,2.5,2.9,2.8,2.7,3,2.4,2.5,2.9,2.62,2.65,2.8,2.75
1179,2009-01-18,Sampdoria,Palermo,A,1.91,3.1,4.5,1.9,2.95,4.25,2,3,3.6,2,3,3.5,1.95,3,3.6,1.95,3,4
1180,2009-01-18,Torino,Roma,A,4,3.2,2,3.6,3.1,2,3.4,3.1,2,3.5,3,2,3.6,3,1.95,3.75,3,2
1181,2009-01-24,Juventus,Fiorentina,H,1.66,3.4,6,1.55,3.45,6,1.55,3.4,5.8,1.67,3.2,5,1.62,3.3,5,1.7,3.3,5
1182,2009-01-24,Reggina,Chievo,A,2.05,3.1,4,2,3,3.75,2.1,3,3.3,2.1,3,3.2,2,3,3.4,2,3.1,3.75
1183,2009-01-25,Bologna,Milan,A,5.25,3.4,1.72,5,3.2,1.7,4.2,3.1,1.8,5,3.2,1.67,4.5,3.2,1.7,5,3.3,1.7
1184,2009-01-25,Genoa,Catania,D,1.6,3.4,6.5,1.55,3.45,6,1.55,3.5,5.5,1.57,3.25,5.5,1.57,3.3,5.5,1.55,3.6,5.5
1185,2009-01-25,Inter,Sampdoria,H,1.45,4,8,1.45,3.65,7.25,1.35,4,8,1.4,3.5,8,1.4,3.75,7,1.45,3.6,8
1186,2009-01-25,Lazio,Cagliari,A,1.66,3.4,6,1.55,3.45,6,1.65,3.4,4.7,1.67,3.2,5,1.62,3.3,5,1.62,3.3,5.5
1187,2009-01-25,Lecce,Torino,D,2.2,2.9,3.75,2,3,3.75,2,3,3.6,2.1,3,3.2,2.1,2.88,3.3,2.2,2.9,3.4
1188,2009-01-25,Napoli,Roma,A,2.75,3,2.7,2.55,2.95,2.7,2.55,3.1,2.55,2.5,3,2.6,2.5,2.9,2.62,2.6,3,2.7
1189,2009-01-25,Palermo,Udinese,H,1.95,3.1,4.33,1.9,2.9,4.3,1.9,3.1,3.8,1.8,3.2,4,1.91,3,3.75,1.9,2.9,4.35
1190,2009-01-25,Siena,Atalanta,H,2.35,2.9,3.4,2.2,2.9,3.3,2.3,3,2.9,2.25,3,2.88,2.3,2.9,2.9,2.3,3,3
1191,2009-01-28,Atalanta,Bologna,A,1.8,3.1,5.5,1.75,3.05,5,1.8,3,4.4,1.8,3,4.33,1.67,3.1,5,1.7,3.1,5
1192,2009-01-28,Cagliari,Siena,H,1.8,3.1,5.25,1.75,3,5.1,1.8,3,4.4,1.73,3.1,4.5,1.73,3.1,4.5,1.8,3,4.5
1193,2009-01-28,Catania,Inter,A,5.25,3.3,1.75,5.5,3.2,1.65,4.7,3.2,1.7,5,2.88,1.73,4.5,3.2,1.7,4.5,3.3,1.7
1194,2009-01-28,Chievo,Lecce,D,2.15,2.87,4,2.1,2.95,3.4,2.1,3,3.3,2.1,3,3.2,2,2.88,3.6,2,3,3.6
1195,2009-01-28,Fiorentina,Napoli,H,1.72,3.3,5.5,1.7,3.2,5,1.75,3.2,4.3,1.73,2.88,5,1.67,3.1,5,1.7,3.3,4.5
1196,2009-01-28,Milan,Genoa,D,1.4,4.2,8.5,1.4,4,7.25,1.4,3.7,7.5,1.44,3.4,7,1.4,3.75,7,1.35,4,8
1197,2009-01-28,Roma,Palermo,H,1.5,3.75,7.5,1.5,3.6,6.35,1.55,3.5,5.5,1.5,3.5,6,1.44,3.5,7,1.5,3.4,6.5
1198,2009-01-28,Sampdoria,Lazio,H,2.4,3,3.2,2.3,2.9,3.1,2.4,3,2.8,2.4,3,2.75,2.38,2.88,2.8,2.35,2.9,3
1199,2009-01-28,Torino,Reggina,D,1.9,3.1,4.75,1.8,3,4.75,1.8,3.2,4,1.8,3.2,4,1.8,3,4.2,1.9,3,4
1200,2009-01-28,Udinese,Juventus,H,5,3.25,1.8,5.1,3.15,1.7,4.2,3.1,1.8,4,3.2,1.8,5,3.1,1.67,4.5,3.3,1.7
1201,2009-01-31,Juventus,Cagliari,A,1.36,4.5,9,1.3,4.7,8.7,1.33,4.2,8,1.44,3.6,6.5,1.33,4,8,1.4,4,7.5
1202,2009-01-31,Napoli,Udinese,D,1.9,3.2,4.5,1.85,3.15,4.1,1.7,3.2,4.7,1.8,3.2,4,1.73,3.25,4.2,1.85,3.25,4
1203,2009-02-01,Atalanta,Catania,H,2,3.1,4.2,1.9,2.9,4.3,1.85,3,4.2,1.73,3.2,4.33,1.8,3.1,4,1.9,3.3,3.75
1204,2009-02-01,Chievo,Sampdoria,D,2.87,2.87,2.75,2.8,2.9,2.5,2.65,2.8,2.7,2.5,2.88,2.62,2.4,3,2.7,2.8,3,2.5
1205,2009-02-01,Genoa,Palermo,H,1.9,3.2,4.75,2,3,3.75,1.85,3.2,3.8,1.8,3.2,4,1.95,3,3.6,1.9,3.1,4
1206,2009-02-01,Inter,Torino,D,1.22,6,13,1.15,6.5,13,1.2,5,12,1.2,5,11,1.2,5,11,1.2,5.5,10.5
1207,2009-02-01,Lazio,Milan,A,3.6,3.2,2.1,3.5,3.15,2,3.2,3.1,2.1,3.5,3.2,1.91,3.3,3,2.05,3.6,3,2
1208,2009-02-01,Reggina,Roma,D,6,3.5,1.61,5.5,3.4,1.6,4.9,3.3,1.65,5,3.5,1.57,4.8,3.2,1.67,5.5,3.4,1.6
1209,2009-02-01,Siena,Lecce,A,1.9,3.1,4.5,1.8,2.9,5,1.85,3,4.2,1.8,2.88,4.5,1.73,3.2,4.33,1.9,3.2,3.75
1210,2009-02-02,Bologna,Fiorentina,A,3.4,3.1,2.25,3.2,2.9,2.25,2.8,3,2.4,2.88,3,2.25,2.8,3,2.3,3.25,3,2.2
1211,2009-02-07,Lecce,Inter,A,7,3.5,1.57,6.25,3.65,1.5,6.3,3.5,1.5,5.5,3.25,1.57,5.5,3.5,1.53,5.5,3.5,1.55
1212,2009-02-07,Milan,Reggina,D,1.2,5.75,17,1.2,5.25,13,1.2,5,12,1.2,5,11,1.17,5.5,12,1.2,5.5,12
1213,2009-02-08,Cagliari,Atalanta,A,2,3.1,4.2,1.95,2.95,4,1.9,3,4,1.83,3,4,1.91,3,3.75,2,3.1,3.5
1214,2009-02-08,Catania,Juventus,A,4.5,3.3,1.85,4.45,3.1,1.8,4.2,3.1,1.8,4,3,1.83,4,3,1.83,4.35,3.2,1.8
1215,2009-02-08,Fiorentina,Lazio,H,1.75,3.2,5.5,1.75,3,5.15,1.7,3.2,4.7,1.73,2.88,5,1.7,3.2,4.5,1.7,3.3,4.5
1216,2009-02-08,Palermo,Napoli,H,2.1,3.1,3.8,1.95,2.95,4,1.9,3,4,1.91,3,3.75,1.95,3,3.6,2,3.2,3.4
1217,2009-02-08,Roma,Genoa,H,1.75,3.3,5.25,1.65,3.25,5.25,1.7,3.2,4.7,1.67,3.2,5,1.7,3.2,4.5,1.7,3.3,4.5
1218,2009-02-08,Sampdoria,Siena,D,1.75,3.2,5.5,1.85,2.85,4.75,1.75,3.1,4.5,1.73,3.1,4.5,1.7,3.2,4.5,1.75,2.88,5
1219,2009-02-08,Torino,Chievo,D,1.85,3.2,4.75,1.85,3.05,4.3,1.9,3,4,1.8,3,4.33,1.8,3.1,4,1.8,3.2,4.35
1220,2009-02-08,Udinese,Bologna,H,1.72,3.25,5.5,1.7,3.2,5,1.8,3,4.4,1.8,3,4.33,1.73,3.2,4.33,1.7,3.25,5
1221,2009-02-14,Lazio,Torino,D,1.67,3.6,5.5,1.6,3.45,5.3,1.65,3.3,4.9,1.67,3.2,5,1.67,3.1,5,1.65,3.4,5
1222,2009-02-14,Napoli,Bologna,D,1.57,3.75,6,1.6,3.2,6,1.6,3.4,5.2,1.57,3.25,5.5,1.57,3.3,5.5,1.57,3.4,5
1223,2009-02-15,Atalanta,Roma,H,3.6,3.25,2.1,3.5,2.95,2.1,3.2,3.1,2.1,3.2,2.8,2.2,3.3,2.88,2.1,3.5,2.9,2.1
1224,2009-02-15,Cagliari,Lecce,H,1.83,3.3,4.75,1.75,3.1,4.85,1.75,3.2,4.3,1.73,3.1,4.5,1.7,3.2,4.5,1.75,3.25,4.5
1225,2009-02-15,Chievo,Catania,D,2.1,3.2,3.75,2.1,2.95,3.5,2,2.9,3.7,2,2.88,3.6,1.95,3,3.6,2,3,3.5
1226,2009-02-15,Genoa,Fiorentina,D,2.4,3,3.2,2.25,2.85,3.25,2.3,2.9,3,2.38,2.88,2.8,2.3,2.9,2.9,2.4,3,2.8
1227,2009-02-15,Inter,Milan,H,2.25,3.1,3.4,2.25,2.9,3.2,2.3,2.9,3,2.25,3,2.88,2.25,2.88,3,2.25,2.8,3.2
1228,2009-02-15,Juventus,Sampdoria,D,1.5,4,7,1.45,3.75,7,1.45,3.6,7,1.44,3.6,6.5,1.44,3.6,6.5,1.5,3.6,6
1229,2009-02-15,Reggina,Palermo,D,2.5,3.1,2.9,2.5,2.75,2.95,2.5,3,2.7,2.6,3,2.5,2.5,2.9,2.62,2.5,2.9,2.8
1230,2009-02-15,Siena,Udinese,D,2.4,3.1,3.1,2.35,2.95,2.95,2.4,2.9,2.9,2.25,3,2.88,2.3,2.9,2.9,2.3,2.9,3.1
1231,2009-02-21,Bologna,Inter,A,5.25,3.25,1.8,5.6,3.35,1.6,5.2,3.2,1.75,5,3.2,1.67,5.2,3.3,1.75,4.35,3.3,1.75
1232,2009-02-21,Palermo,Juventus,A,3.1,3.1,2.4,3.25,2.95,2.2,2.95,3.1,2.4,3,2.75,2.38,2.9,2.9,2.3,2.8,3.2,2.3
1233,2009-02-21,Roma,Siena,H,1.57,3.6,6.5,1.45,3.7,7,1.45,3.8,7.8,1.5,3.5,6,1.5,3.4,6,1.5,3.5,6.5
1234,2009-02-22,Catania,Reggina,H,1.8,3.2,5,1.75,3.1,4.85,1.85,3.2,4.4,1.8,3,4.33,1.73,3.2,4.33,1.8,3.25,4
1235,2009-02-22,Fiorentina,Chievo,H,1.4,4.2,9,1.35,4.25,8,1.4,4,8.5,1.33,3.75,9,1.4,3.6,7.5,1.4,3.75,8
1236,2009-02-22,Lecce,Lazio,A,3.1,3.1,2.4,3.05,2.75,2.45,2.7,3.1,2.6,2.6,3,2.5,2.8,2.88,2.38,2.8,3.2,2.25
1237,2009-02-22,Milan,Cagliari,H,1.5,3.8,7.5,1.4,4,7.3,1.4,4,8.5,1.44,3.6,6.5,1.5,3.4,6,1.5,3.5,6.5
1238,2009-02-22,Napoli,Genoa,A,2.15,3.1,3.6,2.1,2.95,3.5,2.15,3,3.55,2.1,3,3.2,2.05,3,3.3,2.1,3.2,3.1
1239,2009-02-22,Sampdoria,Atalanta,H,2.15,3.1,3.6,2.12,2.85,3.6,2.1,3.1,3.55,2,3,3.5,2.1,2.88,3.3,2.1,3.1,3.3
1240,2009-02-22,Torino,Udinese,H,2.4,3,3.2,2.35,2.95,3,2.3,3.1,3.1,2.2,3,3,2.25,2.88,3,2.35,3.2,2.75
1241,2009-02-28,Juventus,Napoli,H,1.6,3.5,6.5,1.5,3.45,7,1.5,3.6,7.4,1.5,3.5,6,1.53,3.3,6,1.62,3.4,5.5
1242,2009-02-28,Lazio,Bologna,H,1.66,3.4,6,1.65,3.2,5.5,1.7,3.3,5.3,1.67,3.2,5,1.62,3.3,5,1.7,3.25,5
1243,2009-03-01,Atalanta,Chievo,A,1.83,3.2,5,1.65,3.2,5.5,1.7,3.3,5.3,1.67,3.2,5,1.7,3.2,4.5,1.83,3,4.5
1244,2009-03-01,Cagliari,Torino,D,2,3.1,4.2,1.9,3.1,3.95,1.85,3.2,4.3,1.83,3,4,1.91,3,3.75,1.91,3.2,3.75
1245,2009-03-01,Inter,Roma,D,1.8,3.25,5,1.85,3,4.4,1.8,3.3,4.4,1.73,3.1,4.5,1.73,3.1,4.5,1.7,3.2,5
